                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.51021,                 0.3552,                 1.0608,                0.95397,                0.94987,                0.98542,                0.70752,                 1.0235,                0.54532,                 1.8962,              0.0092426,              0.0092426,              0.0092426
                    155,                 0.4915,                0.35647,                 1.0528,                0.95042,                0.96236,                0.98358,                0.75017,                0.92625,                0.47733,                 1.7466,              0.0092377,              0.0092377,              0.0092377
                    156,                0.51078,                0.35639,                  1.054,                0.91081,                0.92356,                  0.949,                0.73534,                0.95068,                0.53797,                 1.7607,              0.0092327,              0.0092327,              0.0092327
                    157,                0.49814,                0.36303,                 1.0606,                0.88729,                0.94737,                0.94598,                0.72273,                 1.0257,                0.52658,                 1.8879,              0.0092278,              0.0092278,              0.0092278
                    158,                0.50312,                0.36413,                 1.0654,                0.98429,                0.86707,                0.93345,                0.71885,                   1.05,                0.56247,                 1.8554,              0.0092229,              0.0092229,              0.0092229
                    159,                0.49796,                0.37093,                 1.0653,                0.93603,                0.94747,                0.96554,                0.72123,                 1.0413,                0.50629,                 1.8593,              0.0092179,              0.0092179,              0.0092179
                    160,                0.48965,                0.36663,                 1.0642,                0.95217,                0.95621,                0.97092,                0.72497,                0.94798,                0.44567,                 1.8218,              0.0092129,              0.0092129,              0.0092129
                    161,                0.47989,                0.34436,                 1.0546,                0.94709,                0.92356,                0.96443,                0.69904,                  1.076,                 0.4986,                 1.9809,               0.009208,               0.009208,               0.009208
                    162,                0.48891,                0.34125,                 1.0616,                0.91664,                0.87343,                0.91078,                0.69605,                 1.0148,                0.48908,                 2.0018,              0.0092031,              0.0092031,              0.0092031
                    163,                0.49007,                0.35627,                 1.0435,                0.91983,                0.89901,                0.97112,                0.76273,                0.89903,                0.68162,                 1.7141,              0.0091981,              0.0091981,              0.0091981
                    164,                0.48625,                0.34107,                 1.0473,                0.88151,                0.96859,                0.97927,                0.75487,                0.91104,                0.63268,                 1.7197,              0.0091932,              0.0091932,              0.0091932
                    165,                0.46906,                0.34325,                 1.0478,                 0.9446,                0.90345,                0.94663,                0.73172,                0.90788,                0.39467,                 1.7407,              0.0091882,              0.0091882,              0.0091882
                    166,                0.47692,                0.33468,                 1.0477,                0.92194,                0.91451,                0.93545,                0.70332,                 1.0483,                0.45894,                 1.8684,              0.0091833,              0.0091833,              0.0091833
                    167,                 0.4929,                0.35135,                 1.0596,                0.96301,                0.84627,                0.94646,                0.73113,                0.96772,                0.47373,                 1.7609,              0.0091783,              0.0091783,              0.0091783
                    168,                0.48592,                 0.3506,                 1.0392,                0.90733,                 0.9209,                0.94833,                0.74574,                 0.9285,                0.43173,                 1.7642,              0.0091734,              0.0091734,              0.0091734
                    169,                0.48351,                 0.3506,                 1.0428,                0.92152,                0.94987,                0.96828,                0.74401,                 1.0069,                0.43341,                 1.8489,              0.0091684,              0.0091684,              0.0091684
                    170,                0.49006,                0.35617,                 1.0635,                0.96139,                0.92356,                0.94644,                0.75385,                0.88855,                0.52585,                 1.7485,              0.0091635,              0.0091635,              0.0091635
                    171,                0.48305,                0.35103,                 1.0572,                0.97365,                0.94048,                0.97999,                0.74019,                0.92005,                0.40701,                 1.7848,              0.0091585,              0.0091585,              0.0091585
                    172,                 0.4918,                0.34216,                 1.0517,                0.97391,                0.91724,                0.97079,                0.72109,                 1.0225,                0.47447,                 1.8507,              0.0091535,              0.0091535,              0.0091535
                    173,                0.48946,                0.33987,                 1.0412,                0.96506,                0.89918,                0.96618,                0.76451,                0.94452,                0.52339,                 1.7511,              0.0091486,              0.0091486,              0.0091486
                    174,                0.48638,                0.34458,                 1.0341,                0.98771,                0.82331,                0.95831,                0.73483,                0.95227,                0.56513,                 1.9494,              0.0091436,              0.0091436,              0.0091436
                    175,                0.50339,                0.35559,                 1.0706,                0.88591,                0.94987,                0.96082,                0.74009,                0.99754,                0.54854,                 1.9598,              0.0091387,              0.0091387,              0.0091387
                    176,                0.47923,                0.34831,                 1.0459,                0.88796,                0.90878,                0.95827,                0.75472,                0.87623,                0.54404,                 1.8159,              0.0091337,              0.0091337,              0.0091337
                    177,                0.47141,                0.33371,                 1.0363,                 0.9394,                  0.917,                 0.9547,                0.76008,                0.99321,                0.51803,                 1.9028,              0.0091288,              0.0091288,              0.0091288
                    178,                0.47863,                0.33274,                 1.0382,                0.89387,                0.89894,                0.93305,                0.72493,                 1.0854,                0.54068,                 2.0408,              0.0091239,              0.0091239,              0.0091239
                    179,                0.47153,                0.33265,                 1.0373,                0.91765,                0.87343,                 0.9292,                0.70675,                 1.1407,                0.54269,                 2.0974,              0.0091189,              0.0091189,              0.0091189
                    180,                0.47247,                 0.3479,                 1.0485,                0.94096,                0.90157,                0.95892,                0.73094,                 1.0579,                0.54852,                 1.9483,              0.0091139,              0.0091139,              0.0091139
                    181,                0.46819,                0.34531,                 1.0471,                0.94977,                0.96326,                0.96808,                0.74264,                0.85382,                0.45019,                 1.6789,               0.009109,               0.009109,               0.009109
                    182,                0.45774,                 0.3295,                 1.0463,                 0.9401,                0.92356,                 0.9408,                0.71221,                0.89528,                0.47938,                 1.6798,              0.0091041,              0.0091041,              0.0091041
                    183,                0.46789,                0.32816,                 1.0427,                0.91382,                0.89989,                0.92209,                 0.7115,                0.92646,                 0.5248,                 1.8293,              0.0090991,              0.0090991,              0.0090991
                    184,                0.46739,                0.34059,                 1.0362,                0.90901,                0.89773,                0.93332,                  0.704,                0.95905,                0.60455,                 1.8817,              0.0090942,              0.0090942,              0.0090942
                    185,                0.49116,                0.34905,                 1.0552,                0.96579,                0.89975,                0.94392,                0.71855,                 1.1065,                0.49809,                 2.0649,              0.0090892,              0.0090892,              0.0090892
                    186,                0.47477,                0.33271,                 1.0424,                0.92303,                0.94279,                0.94373,                0.72668,                 1.1291,                0.48509,                   2.08,              0.0090843,              0.0090843,              0.0090843
                    187,                0.47814,                0.34881,                 1.0532,                0.90083,                 0.9228,                0.91574,                 0.7081,                 1.1544,                0.45003,                 2.1543,              0.0090793,              0.0090793,              0.0090793
                    188,                0.45959,                0.32288,                 1.0416,                0.92059,                0.94769,                 0.9575,                0.72722,                  1.007,                0.48901,                   1.93,              0.0090744,              0.0090744,              0.0090744
                    189,                0.46087,                0.33859,                 1.0462,                 0.9491,                0.96556,                0.97342,                0.71844,                 1.0407,                0.47928,                 1.9946,              0.0090694,              0.0090694,              0.0090694
                    190,                0.46138,                0.32044,                 1.0377,                0.93758,                0.92607,                0.93237,                0.69183,                 1.1272,                0.51043,                 1.9641,              0.0090644,              0.0090644,              0.0090644
                    191,                 0.4742,                0.33221,                 1.0475,                0.96069,                0.87343,                0.94076,                0.72446,                 0.9935,                0.55386,                 1.8446,              0.0090595,              0.0090595,              0.0090595
