                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    272,                0.39506,                0.29411,                0.99099,                0.84871,                0.97013,                0.95371,                0.73908,                0.91501,                0.64218,                 1.7739,              0.0086586,              0.0086586,              0.0086586
                    273,                0.39319,                0.28805,                0.99756,                0.88958,                0.97368,                0.95738,                0.73113,                0.90714,                0.49174,                 1.7456,              0.0086536,              0.0086536,              0.0086536
                    274,                0.42114,                 0.3079,                 1.0265,                0.89648,                0.93714,                0.94149,                0.71045,                0.88477,                0.57467,                 1.6969,              0.0086486,              0.0086486,              0.0086486
                    275,                0.41636,                 0.3107,                 1.0021,                 0.9447,                0.93887,                0.96603,                0.75388,                0.87776,                 0.5777,                 1.7575,              0.0086437,              0.0086437,              0.0086437
                    276,                0.40284,                0.29807,                 1.0103,                 0.9727,                0.92356,                0.96913,                 0.7482,                0.94293,                0.51383,                  1.815,              0.0086388,              0.0086388,              0.0086388
                    277,                0.41791,                0.30392,                 1.0035,                 0.9441,                0.92476,                0.96417,                0.72307,                0.99857,                0.51517,                 1.8423,              0.0086338,              0.0086338,              0.0086338
                    278,                0.39411,                0.29047,                  0.995,                0.91722,                0.93411,                0.95927,                0.70562,                 1.0603,                0.51793,                 1.9019,              0.0086288,              0.0086288,              0.0086288
                    279,                 0.4009,                0.28335,                0.99584,                0.92274,                0.94453,                0.96496,                0.71132,                0.98978,                0.53186,                   1.81,              0.0086239,              0.0086239,              0.0086239
                    280,                0.39954,                0.28952,                0.99447,                0.90311,                0.94982,                0.96622,                0.73274,                0.94408,                0.53083,                 1.8149,               0.008619,               0.008619,               0.008619
                    281,                 0.3973,                 0.2876,                  0.994,                0.87379,                0.89724,                0.92132,                0.70759,                0.94349,                 0.5011,                  1.899,               0.008614,               0.008614,               0.008614
                    282,                0.40807,                0.29566,                0.99642,                0.90948,                0.91721,                0.94039,                0.72067,                 1.0132,                0.50271,                 1.9271,              0.0086091,              0.0086091,              0.0086091
                    283,                0.39244,                0.29497,                0.99079,                0.92004,                0.90771,                0.94103,                0.74638,                0.95103,                0.45649,                 1.8075,              0.0086041,              0.0086041,              0.0086041
                    284,                0.39253,                0.28734,                 0.9853,                0.95255,                0.89975,                 0.9338,                 0.7273,                 0.9616,                0.45877,                 1.7914,              0.0085992,              0.0085992,              0.0085992
                    285,                0.40043,                0.28539,                0.99471,                 0.9208,                0.92356,                0.93721,                0.75861,                0.89367,                 0.5141,                 1.6558,              0.0085942,              0.0085942,              0.0085942
                    286,                0.40122,                0.28994,                  1.001,                0.92254,                0.89121,                0.93215,                0.73804,                0.92423,                0.46612,                 1.7568,              0.0085893,              0.0085893,              0.0085893
                    287,                0.39254,                0.29255,                 1.0084,                0.93055,                0.84241,                0.91143,                0.73571,                0.95272,                0.49404,                  1.758,              0.0085843,              0.0085843,              0.0085843
                    288,                0.40708,                0.30784,                 1.0106,                0.94718,                  0.841,                0.92165,                0.73175,                0.97155,                0.53486,                 1.8645,              0.0085793,              0.0085793,              0.0085793
                    289,                0.39497,                0.28694,                0.99215,                 0.9441,                0.94844,                0.95076,                0.74193,                 1.0407,                0.49704,                 1.8312,              0.0085744,              0.0085744,              0.0085744
                    290,                0.38071,                0.27699,                0.97838,                0.94639,                0.94422,                0.95765,                0.75416,                 1.0114,                0.47012,                  1.855,              0.0085695,              0.0085695,              0.0085695
                    291,                0.41209,                0.29792,                 1.0068,                0.84005,                0.97311,                0.95382,                0.73968,                 1.0053,                0.43933,                 1.9319,              0.0085645,              0.0085645,              0.0085645
                    292,                0.39305,                0.28826,                0.99902,                0.96738,                0.92014,                0.96406,                0.75851,                0.98725,                0.46698,                 1.8944,              0.0085596,              0.0085596,              0.0085596
                    293,                0.39774,                0.28124,                 1.0028,                0.96952,                0.93546,                0.96805,                 0.7456,                 1.0689,                0.42455,                 1.9708,              0.0085546,              0.0085546,              0.0085546
                    294,                0.39325,                0.28006,                0.99495,                0.95835,                0.92356,                0.94592,                0.74768,                0.86214,                0.40709,                   1.72,              0.0085497,              0.0085497,              0.0085497
                    295,                0.41592,                0.30795,                 1.0018,                0.91799,                0.92308,                0.95071,                0.73585,                0.85751,                0.50367,                 1.7145,              0.0085447,              0.0085447,              0.0085447
                    296,                0.39392,                0.29639,                 1.0046,                0.91037,                0.94987,                0.96732,                0.74782,                0.84012,                0.51666,                 1.7156,              0.0085398,              0.0085398,              0.0085398
                    297,                0.40025,                0.29871,                0.99715,                0.92449,                0.89975,                0.95647,                0.75995,                0.85324,                 0.4599,                 1.7125,              0.0085348,              0.0085348,              0.0085348
                    298,                0.40214,                 0.3035,                 1.0024,                0.90447,                  0.892,                0.94158,                0.75091,                0.89057,                 0.5459,                 1.7584,              0.0085299,              0.0085299,              0.0085299
                    299,                0.39997,                 0.2921,                0.99702,                0.91641,                 0.9118,                0.94428,                0.73041,                0.96097,                0.52883,                 1.8029,              0.0085249,              0.0085249,              0.0085249
                    300,                0.39847,                0.29271,                0.99937,                0.93511,                0.89396,                0.95843,                0.74575,                0.93313,                0.59062,                 1.8119,                0.00852,                0.00852,                0.00852
                    301,                0.38035,                0.28152,                0.98777,                0.92655,                0.96291,                0.98111,                 0.7603,                0.87757,                0.48796,                 1.7232,               0.008515,               0.008515,               0.008515
                    302,                0.41467,                0.30785,                 1.0096,                0.92102,                0.93159,                0.96343,                0.74861,                 0.8645,                0.48507,                 1.6857,                0.00851,                0.00851,                0.00851
                    303,                 0.3821,                0.28302,                0.98982,                0.93513,                0.89722,                0.95667,                0.74093,                 1.0219,                0.48703,                 1.9501,              0.0085051,              0.0085051,              0.0085051
                    304,                0.39953,                0.29529,                0.99117,                 0.8792,                0.91456,                0.93356,                0.72783,                 1.0422,                0.57001,                 2.0036,              0.0085002,              0.0085002,              0.0085002
                    305,                0.39941,                0.29257,                 1.0049,                0.92034,                0.89183,                0.93686,                0.71675,                 1.1021,                0.55753,                 2.0621,              0.0084952,              0.0084952,              0.0084952
                    306,                0.38914,                0.28305,                0.99465,                0.93169,                0.89724,                0.94457,                0.72974,                 1.0958,                0.55458,                 2.0995,              0.0084903,              0.0084903,              0.0084903
                    307,                0.37256,                0.28362,                0.98058,                0.90664,                0.92595,                 0.9708,                0.73727,                 1.0597,                0.59581,                 2.0056,              0.0084853,              0.0084853,              0.0084853
                    308,                  0.396,                0.29568,                0.99342,                0.93824,                0.92105,                0.95299,                0.73371,                 1.1469,                0.82786,                 2.0927,              0.0084803,              0.0084803,              0.0084803
                    309,                0.37014,                0.27861,                0.99192,                0.96407,                0.86527,                  0.941,                 0.7453,                 1.0941,                0.62331,                 2.0084,              0.0084754,              0.0084754,              0.0084754
                    310,                0.38063,                0.27691,                0.99536,                0.84489,                0.87594,                0.92131,                0.71402,                 1.1072,                0.65193,                 2.0808,              0.0084705,              0.0084705,              0.0084705
                    311,                0.38841,                0.28327,                 1.0053,                0.84352,                 0.9164,                0.93672,                0.70507,                 1.0928,                0.64177,                 1.9942,              0.0084655,              0.0084655,              0.0084655
                    312,                0.39438,                0.29755,                0.98869,                0.89657,                   0.91,                0.95548,                0.71455,                 1.1028,                0.59713,                 1.9678,              0.0084606,              0.0084606,              0.0084606
                    313,                0.38724,                0.29756,                0.98953,                  0.925,                0.93864,                0.96115,                0.70997,                 1.0479,                0.68218,                 1.9168,              0.0084556,              0.0084556,              0.0084556
                    314,                0.39168,                0.29324,                0.99628,                0.97211,                0.93977,                0.97994,                0.72987,                0.99076,                0.54976,                 1.9187,              0.0084507,              0.0084507,              0.0084507
                    315,                 0.3901,                0.28975,                0.99552,                0.93346,                0.96254,                0.95739,                0.74279,                 1.0011,                0.50212,                 1.7919,              0.0084457,              0.0084457,              0.0084457
                    316,                0.39374,                0.28989,                0.99754,                0.91307,                0.97053,                0.94522,                0.72709,                0.99013,                0.48649,                 1.8047,              0.0084408,              0.0084408,              0.0084408
                    317,                0.38386,                0.28001,                0.99179,                0.93261,                0.96738,                 0.9523,                0.73302,                 1.0106,                0.46543,                 1.8956,              0.0084358,              0.0084358,              0.0084358
                    318,                0.37053,                0.27997,                0.98055,                0.94755,                0.96677,                0.96095,                0.73243,                 1.0313,                0.52591,                 1.9101,              0.0084309,              0.0084309,              0.0084309
                    319,                 0.3779,                0.28987,                0.99184,                0.93922,                0.97368,                0.96638,                0.74386,                 1.1057,                 0.5363,                 2.0163,              0.0084259,              0.0084259,              0.0084259
                    320,                0.38843,                0.28292,                 1.0019,                0.91109,                0.96973,                0.96443,                 0.7419,                 1.0047,                0.48559,                 1.9666,              0.0084209,              0.0084209,              0.0084209
                    321,                0.38347,                0.28557,                0.99665,                0.93675,                0.86301,                0.95095,                0.71472,                  1.009,                0.58161,                 1.9863,               0.008416,               0.008416,               0.008416
                    322,                0.38491,                 0.2854,                 1.0045,                0.91139,                0.92711,                0.94208,                0.70929,                 1.0523,                 0.5356,                 2.0144,               0.008411,               0.008411,               0.008411
                    323,                0.38575,                0.28407,                0.99141,                 0.9213,                0.94385,                0.94483,                0.74972,                0.96523,                0.46583,                 1.9054,              0.0084061,              0.0084061,              0.0084061
                    324,                0.39226,                0.28469,                0.99622,                0.91234,                0.92105,                0.94778,                0.74917,                0.98771,                0.53227,                 1.8605,              0.0084012,              0.0084012,              0.0084012
                    325,                0.37708,                 0.2794,                 1.0056,                0.94183,                0.92437,                0.94571,                0.73484,                  0.955,                0.57435,                 1.7366,              0.0083962,              0.0083962,              0.0083962
                    326,                0.39918,                0.28259,                 1.0012,                 0.9598,                0.87343,                0.94233,                 0.7613,                0.91447,                0.52799,                 1.6952,              0.0083913,              0.0083913,              0.0083913
                    327,                 0.3809,                0.28794,                 1.0067,                0.91499,                0.94369,                0.95821,                 0.7577,                0.94473,                0.52773,                 1.7396,              0.0083863,              0.0083863,              0.0083863
                    328,                0.37863,                0.28021,                0.98926,                0.96592,                0.87641,                0.95848,                0.72993,                0.95967,                0.60056,                 1.7679,              0.0083814,              0.0083814,              0.0083814
                    329,                0.37599,                0.27526,                0.99009,                0.89931,                0.97368,                0.95967,                 0.7281,                0.94314,                0.54059,                 1.7602,              0.0083764,              0.0083764,              0.0083764
                    330,                0.37257,                0.27864,                0.97919,                0.89195,                0.96949,                0.96548,                0.74309,                0.92233,                0.54687,                  1.777,              0.0083715,              0.0083715,              0.0083715
                    331,                0.36802,                0.26041,                 0.9847,                0.91742,                0.94612,                0.96685,                0.74058,                 0.9462,                0.56155,                  1.802,              0.0083665,              0.0083665,              0.0083665
                    332,                0.38873,                0.27876,                0.99703,                0.91058,                0.92356,                0.96249,                 0.7336,                 1.0194,                 0.5315,                 1.8963,              0.0083616,              0.0083616,              0.0083616
                    333,                0.38933,                0.27894,                0.97666,                0.94233,                0.94987,                0.97755,                0.73867,                 1.0222,                0.48251,                 2.0085,              0.0083566,              0.0083566,              0.0083566
                    334,                0.37017,                0.26431,                0.97769,                0.94426,                0.92356,                0.94686,                  0.755,                0.94012,                0.47048,                 1.7813,              0.0083517,              0.0083517,              0.0083517
                    335,                 0.3725,                0.28078,                0.97929,                0.94072,                0.89724,                0.92161,                0.73381,                 1.0837,                0.45032,                  1.906,              0.0083467,              0.0083467,              0.0083467
                    336,                0.38147,                0.28563,                0.98242,                0.89553,                0.94249,                0.91515,                0.69074,                 1.1007,                0.50119,                 1.9313,              0.0083418,              0.0083418,              0.0083418
                    337,                 0.3727,                 0.2785,                0.99347,                0.89479,                 0.9314,                0.91791,                0.71088,                 1.0939,                0.48513,                  1.936,              0.0083368,              0.0083368,              0.0083368
                    338,                0.36662,                0.26833,                0.98374,                0.92541,                0.94987,                0.95316,                0.71678,                 1.1042,                0.51263,                 1.9926,              0.0083319,              0.0083319,              0.0083319
                    339,                0.38403,                0.28551,                0.98103,                 0.8846,                0.92217,                0.92881,                0.71454,                 1.0258,                0.56869,                 1.9369,              0.0083269,              0.0083269,              0.0083269
                    340,                0.36636,                0.27003,                0.98688,                0.89556,                0.92356,                0.92302,                 0.7014,                 1.0056,                0.53641,                 1.9424,              0.0083219,              0.0083219,              0.0083219
                    341,                0.37679,                 0.2789,                 0.9986,                0.87801,                0.89724,                 0.9126,                0.67495,                 1.0135,                0.54353,                 1.9376,               0.008317,               0.008317,               0.008317
                    342,                0.38183,                0.27918,                0.99013,                0.86406,                0.93218,                0.92944,                0.70414,                 1.0479,                0.56776,                 1.9326,               0.008312,               0.008312,               0.008312
                    343,                0.37262,                0.27865,                0.98562,                0.87796,                0.91947,                0.93963,                0.71271,                0.98444,                0.54785,                 1.7612,              0.0083071,              0.0083071,              0.0083071
                    344,                0.39631,                0.28892,                 1.0011,                0.90199,                0.89975,                 0.9249,                0.70804,                 0.9656,                0.54867,                 1.7291,              0.0083022,              0.0083022,              0.0083022
                    345,                0.37339,                0.27814,                0.99782,                0.94951,                 0.9453,                0.95443,                0.73433,                0.90885,                0.49726,                  1.647,              0.0082972,              0.0082972,              0.0082972
                    346,                0.36677,                0.27277,                0.99303,                0.94679,                0.89934,                0.95017,                0.73443,                0.91515,                0.52789,                 1.6856,              0.0082922,              0.0082922,              0.0082922
                    347,                0.38112,                0.27572,                0.99594,                0.90166,                  0.913,                0.90604,                0.67769,                 1.1039,                 0.5081,                  1.964,              0.0082873,              0.0082873,              0.0082873
                    348,                0.37106,                 0.2756,                0.97344,                0.93924,                0.91555,                0.93007,                0.72754,                 1.0396,                0.61237,                 1.8433,              0.0082824,              0.0082824,              0.0082824
                    349,                0.36816,                0.27564,                0.99187,                0.95547,                 0.9473,                0.95948,                0.70737,                 1.0443,                0.50748,                 1.7914,              0.0082774,              0.0082774,              0.0082774
                    350,                0.36684,                0.26779,                0.97705,                0.93757,                0.94842,                0.95817,                0.70531,                 1.0037,                0.47139,                 1.7753,              0.0082725,              0.0082725,              0.0082725
                    351,                 0.3674,                0.26724,                0.97485,                0.92075,                0.91117,                0.94383,                0.72185,                0.91858,                 0.5229,                 1.7278,              0.0082675,              0.0082675,              0.0082675
                    352,                0.38868,                0.29907,                 1.0002,                0.92733,                0.94687,                0.95644,                0.73212,                0.93945,                0.50629,                 1.7411,              0.0082626,              0.0082626,              0.0082626
                    353,                0.37395,                0.27029,                0.98468,                0.91485,                0.89767,                0.94602,                0.71758,                 1.0101,                0.73049,                 1.8401,              0.0082576,              0.0082576,              0.0082576
                    354,                0.38058,                0.28517,                0.99439,                0.89451,                0.94747,                0.95404,                0.72413,                 1.0752,                0.56999,                 1.9839,              0.0082527,              0.0082527,              0.0082527
                    355,                0.37293,                0.28147,                0.98256,                 0.9135,                0.89689,                 0.9275,                0.70812,                 1.1237,                0.61768,                 2.0194,              0.0082477,              0.0082477,              0.0082477
                    356,                0.37642,                0.28067,                0.98274,                0.91093,                0.89724,                0.92506,                0.71824,                 1.1308,                0.56555,                 1.9757,              0.0082428,              0.0082428,              0.0082428
                    357,                0.35951,                0.27518,                0.97695,                0.90351,                0.93908,                0.94123,                 0.7086,                  1.053,                0.48436,                  1.912,              0.0082378,              0.0082378,              0.0082378
                    358,                0.36905,                0.27333,                0.98864,                0.88078,                0.93967,                  0.953,                0.73892,                0.95927,                0.47658,                 1.7213,              0.0082328,              0.0082328,              0.0082328
                    359,                0.37614,                0.28757,                0.98137,                0.88088,                 0.9406,                0.94506,                0.72392,                0.96881,                0.53458,                 1.7544,              0.0082279,              0.0082279,              0.0082279
                    360,                0.34778,                0.26573,                0.97077,                 0.9052,                0.90675,                0.93684,                0.75237,                0.89706,                0.53263,                 1.7129,              0.0082229,              0.0082229,              0.0082229
                    361,                 0.3699,                0.27723,                0.98218,                 0.9653,                0.89975,                0.93646,                0.75081,                0.87191,                0.50292,                  1.686,               0.008218,               0.008218,               0.008218
                    362,                0.36403,                0.26962,                0.98261,                0.88193,                0.93577,                0.94402,                0.74985,                0.98245,                0.56101,                 1.8254,              0.0082131,              0.0082131,              0.0082131
                    363,                0.36826,                0.26748,                0.98839,                 0.9191,                 0.9203,                0.92958,                 0.7375,                0.97415,                0.52871,                   1.78,              0.0082081,              0.0082081,              0.0082081
                    364,                0.35221,                0.25195,                0.97866,                0.97319,                0.89724,                0.95527,                0.77334,                0.81896,                0.49117,                 1.5698,              0.0082032,              0.0082032,              0.0082032
                    365,                0.36416,                0.27443,                0.97329,                0.91857,                0.92356,                 0.9311,                0.74534,                0.95991,                0.45918,                 1.7451,              0.0081982,              0.0081982,              0.0081982
                    366,                0.36236,                0.27493,                0.98066,                0.94433,                0.94324,                0.96239,                0.74617,                0.95977,                0.44552,                 1.8113,              0.0081932,              0.0081932,              0.0081932
                    367,                0.34859,                0.26433,                0.98307,                0.90612,                0.96887,                 0.9639,                0.74289,                0.99083,                0.50561,                 1.9087,              0.0081883,              0.0081883,              0.0081883
                    368,                0.37414,                0.27903,                0.99826,                0.91067,                0.91784,                0.96181,                0.74695,                 0.9611,                0.60487,                 1.8379,              0.0081834,              0.0081834,              0.0081834
                    369,                0.35685,                0.27251,                0.98243,                0.90758,                0.89434,                0.94484,                0.74351,                0.99876,                0.84264,                 1.8359,              0.0081784,              0.0081784,              0.0081784
                    370,                0.35462,                0.25851,                0.96765,                0.90936,                 0.8691,                0.93279,                0.72791,                 1.0371,                0.87784,                 1.9601,              0.0081735,              0.0081735,              0.0081735
                    371,                0.34771,                0.26249,                0.98241,                0.94706,                0.89835,                0.96687,                0.72621,                 1.0594,                0.63195,                 2.0009,              0.0081685,              0.0081685,              0.0081685
                    372,                0.36227,                0.27589,                 0.9775,                0.93265,                 0.9164,                0.96393,                0.73604,                 1.0549,                0.65909,                 1.9129,              0.0081636,              0.0081636,              0.0081636
                    373,                0.36633,                0.27362,                 0.9818,                0.94451,                0.94329,                0.98641,                0.74626,                 1.0246,                 0.5934,                 1.9184,              0.0081586,              0.0081586,              0.0081586
                    374,                0.35505,                0.27117,                0.98878,                0.91052,                0.94586,                0.96531,                0.73136,                0.99494,                0.58018,                 1.9125,              0.0081537,              0.0081537,              0.0081537
                    375,                0.36905,                0.27299,                 0.9895,                0.93988,                0.97368,                0.97994,                0.77357,                0.93073,                0.48798,                 1.7667,              0.0081487,              0.0081487,              0.0081487
                    376,                0.36248,                0.28059,                0.99718,                  0.967,                0.97368,                0.98513,                0.75094,                0.95445,                0.51039,                 1.7973,              0.0081437,              0.0081437,              0.0081437
                    377,                0.35161,                0.26927,                0.97314,                0.94677,                0.89196,                 0.9736,                0.75871,                 1.0063,                 0.6008,                 1.8583,              0.0081388,              0.0081388,              0.0081388
                    378,                0.34942,                0.26795,                0.96671,                0.90939,                0.89057,                0.95867,                0.72776,                0.99232,                0.82342,                 1.8425,              0.0081338,              0.0081338,              0.0081338
                    379,                0.33627,                0.25628,                 0.9729,                0.91965,                0.87594,                0.95021,                0.73143,                0.97295,                0.83717,                 1.8397,              0.0081289,              0.0081289,              0.0081289
                    380,                0.33986,                0.25789,                0.96171,                0.93589,                0.89265,                0.95318,                0.74675,                0.82895,                0.64063,                 1.7065,              0.0081239,              0.0081239,              0.0081239
                    381,                 0.3529,                0.26201,                0.96605,                0.95459,                0.89789,                 0.9672,                0.75221,                0.85143,                0.50896,                 1.7429,               0.008119,               0.008119,               0.008119
                    382,                0.35491,                0.26716,                0.98006,                0.93734,                0.94584,                0.96684,                0.74276,                0.87951,                0.50539,                 1.8326,              0.0081141,              0.0081141,              0.0081141
                    383,                  0.358,                0.26442,                0.97598,                0.92997,                0.92045,                0.96685,                0.74353,                0.96262,                0.55073,                 2.0153,              0.0081091,              0.0081091,              0.0081091
                    384,                0.34822,                 0.2547,                0.96544,                0.86374,                0.92117,                0.95419,                0.73303,                0.99825,                0.69898,                  1.986,              0.0081042,              0.0081042,              0.0081042
                    385,                0.36165,                0.27273,                0.98563,                0.94628,                0.88938,                  0.958,                0.72261,                 1.0842,                0.62838,                 2.0318,              0.0080992,              0.0080992,              0.0080992
                    386,                0.36211,                0.28133,                0.98082,                0.87467,                0.89839,                0.95337,                0.74318,                0.97158,                0.54328,                 1.8715,              0.0080942,              0.0080942,              0.0080942
                    387,                0.36209,                0.26747,                0.97827,                0.93524,                0.92356,                0.96698,                0.76758,                0.91004,                0.59535,                 1.7179,              0.0080893,              0.0080893,              0.0080893
                    388,                0.35872,                0.26735,                0.96827,                0.98975,                 0.9166,                0.98042,                0.75037,                0.86343,                0.54649,                 1.6929,              0.0080844,              0.0080844,              0.0080844
                    389,                0.33995,                0.26178,                0.97221,                0.94074,                0.89724,                0.96627,                0.77739,                0.86405,                 0.5541,                 1.6536,              0.0080794,              0.0080794,              0.0080794
                    390,                0.35072,                0.26897,                0.97214,                0.95819,                0.89724,                0.94829,                0.74383,                0.87024,                0.53066,                 1.6396,              0.0080745,              0.0080745,              0.0080745
                    391,                0.35897,                0.27149,                0.98471,                0.93531,                0.86166,                0.92049,                 0.7442,                0.87386,                0.50918,                 1.6556,              0.0080695,              0.0080695,              0.0080695
                    392,                0.34933,                0.25495,                0.97946,                0.87905,                0.86918,                0.92623,                 0.7239,                0.90342,                0.59778,                 1.6894,              0.0080646,              0.0080646,              0.0080646
                    393,                0.35843,                0.26703,                0.98203,                0.84722,                0.94161,                0.95355,                0.72922,                0.88224,                0.54568,                 1.6845,              0.0080596,              0.0080596,              0.0080596
                    394,                0.35318,                0.26555,                0.98471,                0.86065,                0.93483,                 0.9579,                0.76552,                0.80049,                0.52386,                 1.6107,              0.0080547,              0.0080547,              0.0080547
                    395,                0.34913,                0.26271,                0.97517,                0.87794,                0.97368,                0.95625,                0.72911,                0.82117,                0.45524,                 1.6614,              0.0080497,              0.0080497,              0.0080497
                    396,                0.34557,                0.25581,                0.96327,                0.92278,                0.90537,                 0.9768,                0.74008,                0.83501,                0.50763,                 1.6581,              0.0080447,              0.0080447,              0.0080447
                    397,                0.35145,                0.26829,                0.97871,                 0.9546,                0.84461,                0.94804,                0.74371,                0.88356,                0.57386,                  1.701,              0.0080398,              0.0080398,              0.0080398
                    398,                0.34487,                0.26034,                0.96704,                 0.9223,                0.91658,                0.96035,                0.75628,                0.89991,                0.49705,                 1.7395,              0.0080348,              0.0080348,              0.0080348
                    399,                0.36339,                0.26667,                0.97407,                0.89759,                0.91376,                0.94188,                0.74435,                0.95598,                0.64322,                 1.8361,              0.0080299,              0.0080299,              0.0080299
                    400,                0.35347,                0.25999,                0.96938,                0.94464,                0.94141,                0.95091,                0.75218,                0.90145,                0.45451,                 1.7647,              0.0080249,              0.0080249,              0.0080249
                    401,                 0.3375,                0.25017,                0.97817,                0.99893,                0.86946,                0.96455,                0.77642,                0.78752,                0.51708,                 1.6366,                0.00802,                0.00802,                0.00802
                    402,                0.35513,                 0.2608,                0.98508,                0.93696,                0.91847,                0.95177,                0.77929,                0.77016,                0.58673,                 1.6504,              0.0080151,              0.0080151,              0.0080151
                    403,                0.33618,                0.26505,                0.97753,                0.90095,                0.96815,                0.96657,                0.77049,                0.80973,                0.47116,                 1.6858,              0.0080101,              0.0080101,              0.0080101
                    404,                0.34794,                0.27301,                0.97632,                0.91613,                0.93392,                0.95883,                0.75481,                0.92073,                0.46908,                 1.8885,              0.0080051,              0.0080051,              0.0080051
                    405,                0.35795,                0.27568,                0.99073,                0.91742,                0.91299,                0.94291,                0.73339,                0.95244,                0.55713,                 1.9549,              0.0080002,              0.0080002,              0.0080002
